Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Southwest Conroe,30.23,-95.5,Kroger,30.1241171,-95.4073493,Supermarket
Southwest Conroe,30.23,-95.5,Pier 1 Imports,30.169002,-95.471539,Furniture / Home Store
Southwest Conroe,30.23,-95.5,Houston Garden Center,30.122202718904422,-95.44133556433117,Garden Center
Southwest Conroe,30.23,-95.5,CVS pharmacy,30.1278942776914,-95.45501829392634,Pharmacy
Southwest Conroe,30.23,-95.5,CVS pharmacy,30.314316,-95.468155,Pharmacy
Southwest Conroe,30.23,-95.5,The UPS Store,30.2229858,-95.5665118,Shipping Store
Southwest Conroe,30.23,-95.5,EXPRESS,30.164571,-95.454919,Clothing Store
Southwest Conroe,30.23,-95.5,Kroger,30.33591,-95.4772098,Supermarket
Southwest Conroe,30.23,-95.5,T-Mobile,30.165514,-95.449889,Mobile Phone Shop
Southwest Conroe,30.23,-95.5,Target,30.087473,-95.52035,Department Store
Southwest Conroe,30.23,-95.5,Walgreens,30.3343845,-95.5115722,Pharmacy
Southwest Conroe,30.23,-95.5,CVS pharmacy,30.18438430537033,-95.48984349188397,Pharmacy
Southwest Conroe,30.23,-95.5,CVS pharmacy,30.167303461903114,-95.50396562432854,Pharmacy
Southwest Conroe,30.23,-95.5,Dollar Tree,30.12538445834905,-95.45063975619681,Discount Store
Southwest Conroe,30.23,-95.5,Spec's Liquor Store,30.33361342322625,-95.4817659052169,Liquor Store
Southwest Conroe,30.23,-95.5,UPS Access Point location,30.208436,-95.427465,Shipping Store
Southwest Conroe,30.23,-95.5,Sally Beauty,30.124946,-95.450788,Cosmetics Shop
Southwest Conroe,30.23,-95.5,Cvs Pharmacy,30.324959,-95.496284,Pharmacy
Southwest Conroe,30.23,-95.5,Office Depot,30.1610898,-95.4489868,Paper / Office Supplies Store
Southwest Conroe,30.23,-95.5,The UPS Store,30.281625043199245,-95.45950465276627,Shipping Store
Southwest Conroe,30.23,-95.5,CVS pharmacy,30.335872345342718,-95.46719545533719,Pharmacy
Southwest Conroe,30.23,-95.5,Petco,30.128068359914867,-95.45109449407444,Pet Store
East Woodlands - Conroe,30.18,-95.4,Market Street,30.163903675460194,-95.46384351451641,Shopping Mall
East Woodlands - Conroe,30.18,-95.4,H-E-B,30.1637222,-95.4669426,Grocery Store
East Woodlands - Conroe,30.18,-95.4,The Woodlands Mall,30.1641089,-95.4554951,Shopping Mall
East Woodlands - Conroe,30.18,-95.4,Academy Sports + Outdoors,30.1694539,-95.4561575,Sporting Goods Shop
East Woodlands - Conroe,30.18,-95.4,Harley Davidson of the Woodlands,30.133182462904603,-95.4454852851701,Motorcycle Shop
East Woodlands - Conroe,30.18,-95.4,HEB,30.1076864,-95.3875628,Grocery Store
East Woodlands - Conroe,30.18,-95.4,Total Wine & More,30.1657387,-95.4631797,Wine Shop
East Woodlands - Conroe,30.18,-95.4,Whole Foods Market,30.16913366369499,-95.47073863846488,Grocery Store
East Woodlands - Conroe,30.18,-95.4,Spec's,30.126176709564962,-95.44167743627543,Liquor Store
East Woodlands - Conroe,30.18,-95.4,H-E-B,30.207265,-95.42615,Grocery Store
East Woodlands - Conroe,30.18,-95.4,Heb,30.206363,-95.425663,Grocery Store
East Woodlands - Conroe,30.18,-95.4,Smoothie King,30.127087,-95.44719,Smoothie Shop
East Woodlands - Conroe,30.18,-95.4,Walgreens,30.1268345,-95.4339692,Pharmacy
East Woodlands - Conroe,30.18,-95.4,Sam's Club,30.187744399992983,-95.45003206051021,Warehouse Store
East Woodlands - Conroe,30.18,-95.4,Marshalls,30.169500655800135,-95.45457633074442,Department Store
East Woodlands - Conroe,30.18,-95.4,Chick-fil-A,30.1152582,-95.3841346,Food Service
East Woodlands - Conroe,30.18,-95.4,Kroger,30.1854047,-95.4904072,Supermarket
East Woodlands - Conroe,30.18,-95.4,Kroger,30.118508733460107,-95.38157785824397,Supermarket
East Woodlands - Conroe,30.18,-95.4,Costco,30.208925400223528,-95.4528165955344,Warehouse Store
East Woodlands - Conroe,30.18,-95.4,PetSmart,30.1859476,-95.450136,Pet Store
East Woodlands - Conroe,30.18,-95.4,TJ Maxx,30.186328876555574,-95.4503890744244,Department Store
East Woodlands - Conroe,30.18,-95.4,At Home,30.212143021122323,-95.45964366137696,Furniture / Home Store
East Woodlands - Conroe,30.18,-95.4,Academy,30.07318652470881,-95.43356132329687,Department Store
East Woodlands - Conroe,30.18,-95.4,Walgreens,30.183779,-95.4878229,Pharmacy
East Woodlands - Conroe,30.18,-95.4,Trader Joe's,30.176351187015197,-95.53595857107368,Grocery Store
East Woodlands - Conroe,30.18,-95.4,DICK'S Sporting Goods,30.16373624021505,-95.4543529787819,Sporting Goods Shop
East Woodlands - Conroe,30.18,-95.4,SEPHORA,30.1643467,-95.454619,Cosmetics Shop
East Woodlands - Conroe,30.18,-95.4,Tiffany & Co.,30.1638187,-95.4622893,Jewelry Store
East Woodlands - Conroe,30.18,-95.4,Ulta Beauty,30.165884,-95.464101,Cosmetics Shop
East Woodlands - Conroe,30.18,-95.4,Kroger,30.1825943,-95.5354224,Supermarket
East Woodlands - Conroe,30.18,-95.4,H-E-B,30.0686343,-95.4499001,Grocery Store
East Woodlands - Conroe,30.18,-95.4,Spec's,30.18176834035139,-95.5341342790924,Liquor Store
East Woodlands - Conroe,30.18,-95.4,Walmart Grocery Pickup & Delivery,30.114253,-95.387004,Grocery Store
East Woodlands - Conroe,30.18,-95.4,Michaels,30.067645498708927,-95.42961974562911,Arts & Crafts Store
East Woodlands - Conroe,30.18,-95.4,JOANN Fabrics and Crafts,30.13189765940066,-95.44591989439365,Fabric Shop
East Woodlands - Conroe,30.18,-95.4,Harvest Natural Market,30.12919445888107,-95.5059153807434,Market
East Woodlands - Conroe,30.18,-95.4,Target,30.169450583689613,-95.45346326806491,Big Box Store
East Woodlands - Conroe,30.18,-95.4,H-E-B,30.2257441,-95.5197244,Grocery Store
East Woodlands - Conroe,30.18,-95.4,Spec's,30.228483998506647,-95.518999066716,Liquor Store
East Woodlands - Conroe,30.18,-95.4,H-E-B,30.1791288,-95.5381748,Grocery Store
East Woodlands - Conroe,30.18,-95.4,HEB,30.1442965,-95.5495682,Grocery Store
East Woodlands - Conroe,30.18,-95.4,H-E-B,30.127641,-95.44571,Grocery Store
East Woodlands - Conroe,30.18,-95.4,Apple The Woodlands,30.1646175,-95.4558163,Electronics Store
East Woodlands - Conroe,30.18,-95.4,Kroger,30.1241171,-95.4073493,Supermarket
East Woodlands - Conroe,30.18,-95.4,Saddle River Range,30.2266563,-95.5311357,Gun Shop
East Woodlands - Conroe,30.18,-95.4,Ashley HomeStore,30.131569,-95.446168,Furniture / Home Store
East Woodlands - Conroe,30.18,-95.4,Walgreens,30.1771575,-95.4509357,Pharmacy
East Woodlands - Conroe,30.18,-95.4,Ulta Beauty,30.0502537,-95.435679,Cosmetics Shop
East Woodlands - Conroe,30.18,-95.4,Yun Loy Asian Market,30.125436999999998,-95.448945,Grocery Store
East Woodlands - Conroe,30.18,-95.4,Smoothie King,30.108896,-95.38569,Smoothie Shop
East Woodlands - Conroe,30.18,-95.4,Petco,30.078486305289996,-95.5161736539586,Pet Store
East Woodlands - Conroe,30.18,-95.4,Sprouts Farmers Market,30.0709370135796,-95.50792157649994,Grocery Store
East Woodlands - Conroe,30.18,-95.4,Kroger,30.210745819246355,-95.52810314577073,Supermarket
East Woodlands - Conroe,30.18,-95.4,Specs,30.065533290647696,-95.4383375226997,Liquor Store
East Woodlands - Conroe,30.18,-95.4,Walmart Pharmacy,30.134991794012446,-95.5502235127385,Pharmacy
East Woodlands - Conroe,30.18,-95.4,Corner Store,30.1763047,-95.460469,Convenience Store
East Woodlands - Conroe,30.18,-95.4,H-E-B,30.072267612320314,-95.50182277285363,Grocery Store
East Woodlands - Conroe,30.18,-95.4,Target,30.087470931615933,-95.52039448450442,Shopping Plaza
East Woodlands - Conroe,30.18,-95.4,CVS pharmacy,30.111431785414418,-95.38810345533577,Pharmacy
East Woodlands - Conroe,30.18,-95.4,Walgreens,30.06966166775002,-95.44699337337079,Pharmacy
East Woodlands - Conroe,30.18,-95.4,PetSmart,30.118791,-95.38015,Pet Store
East Woodlands - Conroe,30.18,-95.4,Victoria's Secret,30.164201862418995,-95.45550357438732,Lingerie Store
East Woodlands - Conroe,30.18,-95.4,Houston Garden Center,30.122202718904422,-95.44133556433117,Garden Center
East Woodlands - Conroe,30.18,-95.4,Hobby Lobby,30.124902,-95.451195,Fabric Shop
East Woodlands - Conroe,30.18,-95.4,Kroger,30.085511508007098,-95.44841363558191,Grocery Store
East Woodlands - Conroe,30.18,-95.4,Walmart Supercenter,30.135026894605566,-95.55026575684943,Big Box Store
East Woodlands - Conroe,30.18,-95.4,CVS pharmacy,30.182870646724272,-95.53766556547167,Pharmacy
East Woodlands - Conroe,30.18,-95.4,Carter's Country - shooting range,30.050411286997356,-95.33842609526837,Gun Shop
East Woodlands - Conroe,30.18,-95.4,CVS pharmacy,30.1278942776914,-95.45501829392634,Pharmacy
East Woodlands - Conroe,30.18,-95.4,Walgreens,30.3127386,-95.4612867,Pharmacy
East Woodlands - Conroe,30.18,-95.4,Hobby Lobby,30.083753298457033,-95.52061689814758,Construction & Landscaping
East Woodlands - Conroe,30.18,-95.4,Walgreens,30.141606185204484,-95.55023074150085,Pharmacy
East Woodlands - Conroe,30.18,-95.4,Burlington,30.088900975772727,-95.51922333501317,Department Store
East Woodlands - Conroe,30.18,-95.4,American Eagle Outfitters,30.1644402,-95.4564244,Clothing Store
East Woodlands - Conroe,30.18,-95.4,Academy Sports + Outdoors,30.08293805759201,-95.51956372023773,Sporting Goods Shop
East Woodlands - Conroe,30.18,-95.4,Walgreens,30.1785928,-95.5345577,Pharmacy
East Woodlands - Conroe,30.18,-95.4,Best Buy,30.0499417,-95.4322556,Electronics Store
East Woodlands - Conroe,30.18,-95.4,Chick-fil-A,30.0835608,-95.4474937,Food Service
East Woodlands - Conroe,30.18,-95.4,Staples,30.049829261582655,-95.43325205556708,Paper / Office Supplies Store
East Woodlands - Conroe,30.18,-95.4,Petco,30.17625764875716,-95.53580856392819,Pet Store
East Woodlands - Conroe,30.18,-95.4,Dollar Tree,30.12538445834905,-95.45063975619681,Discount Store
East Woodlands - Conroe,30.18,-95.4,T-Mobile,30.165514,-95.449889,Mobile Phone Shop
East Woodlands - Conroe,30.18,-95.4,Kroger Marketplace,30.276283954462766,-95.46491503715521,Supermarket
East Woodlands - Conroe,30.18,-95.4,Kohl's,30.0641,-95.43353,Department Store
East Woodlands - Conroe,30.18,-95.4,Sally Beauty,30.124946,-95.450788,Cosmetics Shop
East Woodlands - Conroe,30.18,-95.4,Walgreens,30.053816,-95.4330983,Pharmacy
East Woodlands - Conroe,30.18,-95.4,Famous Footwear,30.06781753856219,-95.43029180271498,Shoe Store
East Woodlands - Conroe,30.18,-95.4,Michaels,30.27737,-95.465714,Arts & Crafts Store
East Woodlands - Conroe,30.18,-95.4,Pier 1 Imports,30.169002,-95.471539,Furniture / Home Store
East Woodlands - Conroe,30.18,-95.4,UPS Access Point location,30.208436,-95.427465,Shipping Store
East Woodlands - Conroe,30.18,-95.4,Petco,30.128068359914867,-95.45109449407444,Pet Store
East Woodlands - Conroe,30.18,-95.4,Target,30.050390048148827,-95.43442143330343,Big Box Store
East Woodlands - Conroe,30.18,-95.4,Office Depot,30.1610898,-95.4489868,Paper / Office Supplies Store
East Woodlands - Conroe,30.18,-95.4,Target,30.087473,-95.52035,Department Store
East Woodlands - Conroe,30.18,-95.4,Antique Gallery,30.073642109995163,-95.44623406825312,Antique Shop
East Woodlands - Conroe,30.18,-95.4,ALDI,30.13119903720422,-95.55410486747772,Supermarket
East Woodlands - Conroe,30.18,-95.4,Petco,30.05059777544046,-95.43594685817706,Pet Store
East Woodlands - Conroe,30.18,-95.4,CVS pharmacy,30.065591139875576,-95.404396435532,Pharmacy
East Woodlands - Conroe,30.18,-95.4,Walmart Supercenter,30.114299966508554,-95.38711033426672,Big Box Store
East Woodlands - Conroe,30.18,-95.4,Atkinsons Farm,30.060517443861993,-95.46528191448478,Farmers Market
Northeast Spring,30.09,-95.36,HEB,30.1076864,-95.3875628,Grocery Store
Northeast Spring,30.09,-95.36,Chick-fil-A,30.1152582,-95.3841346,Food Service
Northeast Spring,30.09,-95.36,Academy,30.07318652470881,-95.43356132329687,Department Store
Northeast Spring,30.09,-95.36,Kroger,30.118508733460107,-95.38157785824397,Supermarket
Northeast Spring,30.09,-95.36,Michaels,30.067645498708927,-95.42961974562911,Arts & Crafts Store
Northeast Spring,30.09,-95.36,Carter's Country - shooting range,30.050411286997356,-95.33842609526837,Gun Shop
Northeast Spring,30.09,-95.36,H-E-B,30.0686343,-95.4499001,Grocery Store
Northeast Spring,30.09,-95.36,Walmart Grocery Pickup & Delivery,30.114253,-95.387004,Grocery Store
Northeast Spring,30.09,-95.36,Harley Davidson of the Woodlands,30.133182462904603,-95.4454852851701,Motorcycle Shop
Northeast Spring,30.09,-95.36,Spec's,30.126176709564962,-95.44167743627543,Liquor Store
Northeast Spring,30.09,-95.36,Specs,30.065533290647696,-95.4383375226997,Liquor Store
Northeast Spring,30.09,-95.36,Smoothie King,30.108896,-95.38569,Smoothie Shop
Northeast Spring,30.09,-95.36,Kroger Marketplace,30.0718753,-95.2431187,Supermarket
Northeast Spring,30.09,-95.36,Smoothie King,30.127087,-95.44719,Smoothie Shop
Northeast Spring,30.09,-95.36,Walgreens,30.1268345,-95.4339692,Pharmacy
Northeast Spring,30.09,-95.36,Costco,30.02190812505144,-95.2670134017296,Warehouse Store
Northeast Spring,30.09,-95.36,Market Street,30.163903675460194,-95.46384351451641,Shopping Mall
Northeast Spring,30.09,-95.36,H-E-B,30.1637222,-95.4669426,Grocery Store
Northeast Spring,30.09,-95.36,Walgreens,30.06966166775002,-95.44699337337079,Pharmacy
Northeast Spring,30.09,-95.36,CVS pharmacy,30.111431785414418,-95.38810345533577,Pharmacy
Northeast Spring,30.09,-95.36,The Woodlands Mall,30.1641089,-95.4554951,Shopping Mall
Northeast Spring,30.09,-95.36,Kroger marketplace,30.132676249199974,-95.23617605842956,Market
Northeast Spring,30.09,-95.36,CVS pharmacy,30.01423827074559,-95.44980217444565,Pharmacy
Northeast Spring,30.09,-95.36,PetSmart,30.118791,-95.38015,Pet Store
Northeast Spring,30.09,-95.36,Best Buy,30.0499417,-95.4322556,Electronics Store
Northeast Spring,30.09,-95.36,Total Wine & More,30.006290349548443,-95.273428360178,Wine Shop
Northeast Spring,30.09,-95.36,At Home,30.003557,-95.284398,Furniture / Home Store
Northeast Spring,30.09,-95.36,Staples,30.049829261582655,-95.43325205556708,Paper / Office Supplies Store
Northeast Spring,30.09,-95.36,Kroger,30.1241171,-95.4073493,Supermarket
Northeast Spring,30.09,-95.36,Sprouts Farmers Market,30.0709370135796,-95.50792157649994,Grocery Store
Northeast Spring,30.09,-95.36,Total Wine & More,30.1657387,-95.4631797,Wine Shop
Northeast Spring,30.09,-95.36,Academy Sports + Outdoors,30.1694539,-95.4561575,Sporting Goods Shop
Northeast Spring,30.09,-95.36,H-E-B,30.072267612320314,-95.50182277285363,Grocery Store
Northeast Spring,30.09,-95.36,Whole Foods Market,30.16913366369499,-95.47073863846488,Grocery Store
Northeast Spring,30.09,-95.36,Petco,30.078486305289996,-95.5161736539586,Pet Store
Northeast Spring,30.09,-95.36,Kroger,30.085511508007098,-95.44841363558191,Grocery Store
Northeast Spring,30.09,-95.36,Academy Sports + Outdoors,30.00285,-95.2811139,Sporting Goods Shop
Northeast Spring,30.09,-95.36,Kohl's,30.0641,-95.43353,Department Store
Northeast Spring,30.09,-95.36,Target,30.0191404,-95.2686303,Big Box Store
Northeast Spring,30.09,-95.36,HEB,30.069328,-95.251156,Grocery Store
Northeast Spring,30.09,-95.36,Walgreens,30.053816,-95.4330983,Pharmacy
Northeast Spring,30.09,-95.36,JOANN Fabrics and Crafts,30.13189765940066,-95.44591989439365,Fabric Shop
Northeast Spring,30.09,-95.36,Academy Sports + Outdoors,30.13329724485769,-95.23195445537573,Sporting Goods Shop
Northeast Spring,30.09,-95.36,H-E-B,30.127641,-95.44571,Grocery Store
Northeast Spring,30.09,-95.36,Warren's Nursery,30.06881296634674,-95.23085,Garden Center
Northeast Spring,30.09,-95.36,Harvest Natural Market,30.12919445888107,-95.5059153807434,Market
Northeast Spring,30.09,-95.36,Target,30.087470931615933,-95.52039448450442,Shopping Plaza
Northeast Spring,30.09,-95.36,Famous Footwear,30.06781753856219,-95.43029180271498,Shoe Store
Northeast Spring,30.09,-95.36,Macy's,30.01,-95.27,Department Store
Northeast Spring,30.09,-95.36,Target,30.050390048148827,-95.43442143330343,Big Box Store
Northeast Spring,30.09,-95.36,Best Buy,30.0108977,-95.2622015,Electronics Store
Northeast Spring,30.09,-95.36,Chick-fil-A,30.0835608,-95.4474937,Food Service
Northeast Spring,30.09,-95.36,CVS pharmacy,30.065591139875576,-95.404396435532,Pharmacy
Northeast Spring,30.09,-95.36,Yun Loy Asian Market,30.125436999999998,-95.448945,Grocery Store
Northeast Spring,30.09,-95.36,Marshalls,30.169500655800135,-95.45457633074442,Department Store
Northeast Spring,30.09,-95.36,Ashley HomeStore,30.131569,-95.446168,Furniture / Home Store
Northeast Spring,30.09,-95.36,Petco,30.05059777544046,-95.43594685817706,Pet Store
Northeast Spring,30.09,-95.36,Dollar Tree,30.042066023919944,-95.48844453555316,Discount Store
Northeast Spring,30.09,-95.36,Houston Garden Center,30.122202718904422,-95.44133556433117,Garden Center
Northeast Spring,30.09,-95.36,Walgreens,30.0479435,-95.3861185,Pharmacy
Northeast Spring,30.09,-95.36,PetSmart,30.019732,-95.427086,Pet Store
Northeast Spring,30.09,-95.36,Sam's Club,30.187744399992983,-95.45003206051021,Warehouse Store
Northeast Spring,30.09,-95.36,Hobby Lobby,30.083753298457033,-95.52061689814758,Construction & Landscaping
Northeast Spring,30.09,-95.36,Walgreens,30.005587635603774,-95.29629528522491,Pharmacy
Northeast Spring,30.09,-95.36,DICK'S Sporting Goods,30.16373624021505,-95.4543529787819,Sporting Goods Shop
Northeast Spring,30.09,-95.36,Hobby Lobby,30.124902,-95.451195,Fabric Shop
Northeast Spring,30.09,-95.36,SEPHORA,30.1643467,-95.454619,Cosmetics Shop
Northeast Spring,30.09,-95.36,Burlington,30.088900975772727,-95.51922333501317,Department Store
Northeast Spring,30.09,-95.36,Floor & Decor,30.016086053452614,-95.43027509023727,Home Service
Northeast Spring,30.09,-95.36,CVS pharmacy,30.00545682202717,-95.29167820910253,Pharmacy
Northeast Spring,30.09,-95.36,Academy Sports + Outdoors,30.08293805759201,-95.51956372023773,Sporting Goods Shop
Northeast Spring,30.09,-95.36,Kroger Signature #376,30.040362102202643,-95.48624396324158,Supermarket
Northeast Spring,30.09,-95.36,H-E-B,30.207265,-95.42615,Grocery Store
Northeast Spring,30.09,-95.36,Heb,30.206363,-95.425663,Grocery Store
Northeast Spring,30.09,-95.36,Antique Gallery,30.073642109995163,-95.44623406825312,Antique Shop
Northeast Spring,30.09,-95.36,Walgreens,30.0033003,-95.2722779,Pharmacy
Northeast Spring,30.09,-95.36,PetSmart,30.1859476,-95.450136,Pet Store
Northeast Spring,30.09,-95.36,Target,30.169450583689613,-95.45346326806491,Big Box Store
Northeast Spring,30.09,-95.36,Apple The Woodlands,30.1646175,-95.4558163,Electronics Store
Northeast Spring,30.09,-95.36,Costco,30.208925400223528,-95.4528165955344,Warehouse Store
Northeast Spring,30.09,-95.36,Animal Ark,30.067744853668426,-95.19633024971614,Pet Store
Northeast Spring,30.09,-95.36,Kroger,30.0068572,-95.281281,Grocery Store
Northeast Spring,30.09,-95.36,CVS pharmacy,30.1278942776914,-95.45501829392634,Pharmacy
Northeast Spring,30.09,-95.36,Walmart Neighborhood Market,30.069274163394713,-95.21480309548319,Grocery Store
Northeast Spring,30.09,-95.36,CVS pharmacy,29.999820673856803,-95.47804543232452,Pharmacy
Northeast Spring,30.09,-95.36,Walmart Supercenter,30.114299966508554,-95.38711033426672,Big Box Store
Northeast Spring,30.09,-95.36,Atkinsons Farm,30.060517443861993,-95.46528191448478,Farmers Market
Northeast Spring,30.09,-95.36,The Vitamin Shoppe,30.00384927,-95.27017966,Supplement Shop
Northeast Spring,30.09,-95.36,Dollar Tree,30.12538445834905,-95.45063975619681,Discount Store
Northeast Spring,30.09,-95.36,Sound Revolution,30.01450618800988,-95.45037751668193,Record Shop
Northeast Spring,30.09,-95.36,"Spec's Wines, Spirits & Finer Foods",29.978274211314282,-95.43468849733884,Liquor Store
Northeast Spring,30.09,-95.36,Walgreens,30.051420770004583,-95.49221254885197,Pharmacy
Northeast Spring,30.09,-95.36,Walmart Neighborhood Market,30.06469856533353,-95.40582209487674,Grocery Store
Northeast Spring,30.09,-95.36,Walgreens,30.1771575,-95.4509357,Pharmacy
Northeast Spring,30.09,-95.36,Smoothie King,30.004368,-95.269595,Smoothie Shop
Northeast Spring,30.09,-95.36,Corner Store,30.1763047,-95.460469,Convenience Store
Northeast Spring,30.09,-95.36,Target,30.087473,-95.52035,Department Store
Northeast Spring,30.09,-95.36,Victoria's Secret,30.164201862418995,-95.45550357438732,Lingerie Store
Northeast Spring,30.09,-95.36,CVS pharmacy,30.029974850343475,-95.4802690028405,Pharmacy
Northeast Spring,30.09,-95.36,CVS pharmacy,30.049090626184228,-95.23495278585659,Pharmacy
Southwest Spring,30.05,-95.47,H-E-B,30.0686343,-95.4499001,Grocery Store
Southwest Spring,30.05,-95.47,Sprouts Farmers Market,30.0709370135796,-95.50792157649994,Grocery Store
Southwest Spring,30.05,-95.47,Academy,30.07318652470881,-95.43356132329687,Department Store
Southwest Spring,30.05,-95.47,H-E-B,30.072267612320314,-95.50182277285363,Grocery Store
Southwest Spring,30.05,-95.47,Michaels,30.067645498708927,-95.42961974562911,Arts & Crafts Store
Southwest Spring,30.05,-95.47,Petco,30.078486305289996,-95.5161736539586,Pet Store
Southwest Spring,30.05,-95.47,H-E-B,30.0224554,-95.5274261,Grocery Store
Southwest Spring,30.05,-95.47,CVS pharmacy,30.01423827074559,-95.44980217444565,Pharmacy
Southwest Spring,30.05,-95.47,Specs,30.065533290647696,-95.4383375226997,Liquor Store
Southwest Spring,30.05,-95.47,ALDI,30.074461,-95.527486,Market
Southwest Spring,30.05,-95.47,Walgreens,30.06966166775002,-95.44699337337079,Pharmacy
Southwest Spring,30.05,-95.47,Bedrock City Comic Company,29.985405531744945,-95.50000199690602,Toy / Game Store
Southwest Spring,30.05,-95.47,Target,30.087470931615933,-95.52039448450442,Shopping Plaza
Southwest Spring,30.05,-95.47,Kroger Signature #376,30.040362102202643,-95.48624396324158,Supermarket
Southwest Spring,30.05,-95.47,The Eskimo Hut,30.025412511632027,-95.51664438846038,Convenience Store
Southwest Spring,30.05,-95.47,Best Buy,30.0499417,-95.4322556,Electronics Store
Southwest Spring,30.05,-95.47,HEB,30.1076864,-95.3875628,Grocery Store
Southwest Spring,30.05,-95.47,Hobby Lobby,30.083753298457033,-95.52061689814758,Construction & Landscaping
Southwest Spring,30.05,-95.47,Harley Davidson of the Woodlands,30.133182462904603,-95.4454852851701,Motorcycle Shop
Southwest Spring,30.05,-95.47,Academy Sports + Outdoors,30.08293805759201,-95.51956372023773,Sporting Goods Shop
Southwest Spring,30.05,-95.47,Spec's,30.126176709564962,-95.44167743627543,Liquor Store
Southwest Spring,30.05,-95.47,Aldi Food Market,29.99368060551048,-95.48591941595083,Market
Southwest Spring,30.05,-95.47,Total Wine & More,29.96619095782134,-95.54326236248016,Wine Shop
Southwest Spring,30.05,-95.47,HEB Champion Forrest Market,30.0540219,-95.5768473,Grocery Store
Southwest Spring,30.05,-95.47,H-E-B,29.9957045,-95.5760192,Grocery Store
Southwest Spring,30.05,-95.47,Serious Cigars,29.971674625460423,-95.5290761590004,Smoke Shop
Southwest Spring,30.05,-95.47,Kroger,30.085511508007098,-95.44841363558191,Grocery Store
Southwest Spring,30.05,-95.47,Chick-fil-A,30.0362521,-95.5529166,Food Service
Southwest Spring,30.05,-95.47,Harvest Natural Market,30.12919445888107,-95.5059153807434,Market
Southwest Spring,30.05,-95.47,Walgreens,30.053816,-95.4330983,Pharmacy
Southwest Spring,30.05,-95.47,"Spec's Wines, Spirits & Finer Foods",30.011979356636,-95.58804156437833,Liquor Store
Southwest Spring,30.05,-95.47,H-E-B,30.1637222,-95.4669426,Grocery Store
Southwest Spring,30.05,-95.47,Target,30.050390048148827,-95.43442143330343,Big Box Store
Southwest Spring,30.05,-95.47,Market Street,30.163903675460194,-95.46384351451641,Shopping Mall
Southwest Spring,30.05,-95.47,Sprouts Farmers Market,30.011817002814894,-95.58749601244926,Grocery Store
Southwest Spring,30.05,-95.47,HEB,30.1442965,-95.5495682,Grocery Store
Southwest Spring,30.05,-95.47,Kroger Supermarket,30.1146841,-95.5527595,Supermarket
Southwest Spring,30.05,-95.47,CVS pharmacy,29.999820673856803,-95.47804543232452,Pharmacy
Southwest Spring,30.05,-95.47,Whole Foods Market,29.998739501026424,-95.5622777825255,Grocery Store
Southwest Spring,30.05,-95.47,Walgreens,30.1268345,-95.4339692,Pharmacy
Southwest Spring,30.05,-95.47,Walmart Pharmacy,30.134991794012446,-95.5502235127385,Pharmacy
Southwest Spring,30.05,-95.47,Chick-fil-A,30.0835608,-95.4474937,Food Service
Southwest Spring,30.05,-95.47,CVS pharmacy,30.029974850343475,-95.4802690028405,Pharmacy
Southwest Spring,30.05,-95.47,Costco,29.954658064909136,-95.54769729277533,Warehouse Store
Southwest Spring,30.05,-95.47,The Woodlands Mall,30.1641089,-95.4554951,Shopping Mall
Southwest Spring,30.05,-95.47,Chick-fil-A,30.1152582,-95.3841346,Food Service
Southwest Spring,30.05,-95.47,Whole Foods Market,30.16913366369499,-95.47073863846488,Grocery Store
Southwest Spring,30.05,-95.47,Floor & Decor,30.016086053452614,-95.43027509023727,Home Service
Southwest Spring,30.05,-95.47,Total Wine & More,30.1657387,-95.4631797,Wine Shop
Southwest Spring,30.05,-95.47,buybuy BABY,29.9531265271445,-95.5435574054718,Kids Store
Southwest Spring,30.05,-95.47,"Spec's Wines, Spirits & Finer Foods",29.967980352859957,-95.53206989196863,Liquor Store
Southwest Spring,30.05,-95.47,Walgreens,29.962012943526187,-95.49785524606705,Pharmacy
Southwest Spring,30.05,-95.47,Kroger,29.9767768,-95.4915485,Supermarket
Southwest Spring,30.05,-95.47,Smoothie King,30.021449,-95.527563,Smoothie Shop
Southwest Spring,30.05,-95.47,Pier 1 Imports,29.979681,-95.514423,Furniture / Home Store
Southwest Spring,30.05,-95.47,Kroger,30.0029775,-95.5316138,Supermarket
Southwest Spring,30.05,-95.47,Hobby Lobby,30.077869,-95.626399,Fabric Shop
Southwest Spring,30.05,-95.47,Kroger,30.118508733460107,-95.38157785824397,Supermarket
Southwest Spring,30.05,-95.47,Trader Joe's,30.176351187015197,-95.53595857107368,Grocery Store
Southwest Spring,30.05,-95.47,Academy Sports + Outdoors,30.1694539,-95.4561575,Sporting Goods Shop
Southwest Spring,30.05,-95.47,Antique Gallery,30.073642109995163,-95.44623406825312,Antique Shop
Southwest Spring,30.05,-95.47,Tejas Chocolate Craftory,30.098959,-95.61481,Chocolate Shop
Southwest Spring,30.05,-95.47,Academy Sports + Outdoors,29.9654757,-95.5439054,Sporting Goods Shop
Southwest Spring,30.05,-95.47,Walmart Supercenter,30.135026894605566,-95.55026575684943,Big Box Store
Southwest Spring,30.05,-95.47,Walgreens,30.0370111,-95.6037756,Pharmacy
Southwest Spring,30.05,-95.47,H-E-B,30.127641,-95.44571,Grocery Store
