Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
West Allen,33.08,-96.61,Walmart Neighborhood Market,33.19726407560165,-96.6647040589671,Grocery Store
West Allen,33.08,-96.61,Walmart Supercenter,32.99173851879723,-96.5743247581236,Big Box Store
West Allen,33.08,-96.61,Target,33.00925323371537,-96.59364409804454,Big Box Store
West Allen,33.08,-96.61,Kroger,32.968972,-96.6038276,Supermarket
West Allen,33.08,-96.61,WinCo Foods,33.215088299387126,-96.62683201895382,Supermarket
West Allen,33.08,-96.61,Fiesta Mart Inc,33.03696681594249,-96.6962033042686,Supermarket
West Allen,33.08,-96.61,Michaels,33.02085361239209,-96.71580583682953,Arts & Crafts Store
West Allen,33.08,-96.61,PetSmart,33.0383973,-96.7013843,Pet Store
West Allen,33.08,-96.61,Tom Thumb,33.0830414,-96.7138653,Grocery Store
West Allen,33.08,-96.61,Target,33.09954,-96.68129,Big Box Store
West Allen,33.08,-96.61,QuikTrip,32.96108003816854,-96.6822607984219,Convenience Store
West Allen,33.08,-96.61,Walmart Neighborhood Market,33.03210427608628,-96.66620606854599,Grocery Store
West Allen,33.08,-96.61,Kroger Marketplace,33.1772036,-96.7353441,Supermarket
West Allen,33.08,-96.61,Calloway's Nursery,33.12192908830748,-96.73890434987777,Garden Center
West Allen,33.08,-96.61,QuikTrip,33.14123304899132,-96.69264278486808,Convenience Store
West Allen,33.08,-96.61,CVS pharmacy,33.10049072908714,-96.7710826736224,Pharmacy
West Allen,33.08,-96.61,Sprouts Farmers Market,33.06971449118448,-96.77336633205408,Grocery Store
West Allen,33.08,-96.61,Kroger,33.1746451,-96.6817991,Supermarket
West Allen,33.08,-96.61,Kroger,33.10248674906204,-96.70049875974655,Supermarket
West Allen,33.08,-96.61,"Academy Sports Garland, TX",32.95895190141628,-96.64647102355957,Sporting Goods Shop
West Allen,33.08,-96.61,Dollar General,33.014418,-96.534601,Discount Store
West Allen,33.08,-96.61,CVS pharmacy,33.128985888165516,-96.62908965584177,Pharmacy
West Allen,33.08,-96.61,CVS pharmacy,33.04065137981092,-96.7076227954475,Pharmacy
West Allen,33.08,-96.61,Kroger,32.9770984,-96.6640319,Supermarket
West Allen,33.08,-96.61,Kroger,33.0389452,-96.7348536,Supermarket
West Allen,33.08,-96.61,Sam's Club,32.96102571065084,-96.64469983927674,Warehouse Store
West Allen,33.08,-96.61,Jusgo Supermarket,33.067529909717486,-96.69548052902324,Grocery Store
West Allen,33.08,-96.61,Smootie King,33.114923,-96.695785,Smoothie Shop
West Allen,33.08,-96.61,Target,33.12914065668947,-96.73067770255739,Big Box Store
West Allen,33.08,-96.61,The UPS Store,33.10224171007446,-96.6836828461674,Shipping Store
West Allen,33.08,-96.61,Target,33.037358492036184,-96.70815945300818,Big Box Store
West Allen,33.08,-96.61,Walgreens,33.00211562993928,-96.64379015564919,Pharmacy
West Allen,33.08,-96.61,Walgreens,33.0707574227338,-96.77457332611084,Pharmacy
West Allen,33.08,-96.61,Tom Thumb,32.9374777,-96.6055302,Grocery Store
West Allen,33.08,-96.61,Walgreens,33.10029152660956,-96.75097525119781,Pharmacy
West Allen,33.08,-96.61,Restaurant Depot,32.96309542723383,-96.70465080360248,Kitchen Supply Store
West Allen,33.08,-96.61,QuikTrip,33.01039,-96.68196,Convenience Store
West Allen,33.08,-96.61,Sam's Club,33.21880281072233,-96.62988872387113,Warehouse Store
West Allen,33.08,-96.61,Walmart Supercenter,33.12803436843613,-96.73616637074198,Big Box Store
West Allen,33.08,-96.61,Walmart Supercenter,33.17376646019821,-96.51211873157564,Big Box Store
West Allen,33.08,-96.61,Tom Thumb,32.9988139,-96.7305525,Grocery Store
West Allen,33.08,-96.61,Kohl's,33.099849523848775,-96.735639365506,Department Store
West Allen,33.08,-96.61,Target,32.965322082933326,-96.64657088636797,Big Box Store
West Allen,33.08,-96.61,GameStop,33.07352504584193,-96.69668519057515,Video Game Store
West Allen,33.08,-96.61,Best Buy,32.9454161,-96.6141253,Electronics Store
West Allen,33.08,-96.61,CVS,33.054118,-96.568789,Pharmacy
West Allen,33.08,-96.61,CVS pharmacy,33.05955396118348,-96.73368209974501,Pharmacy
West Allen,33.08,-96.61,Tom Thumb,33.0740689,-96.7706223,Grocery Store
West Allen,33.08,-96.61,Target,33.22050575388372,-96.63811731565907,Big Box Store
West Allen,33.08,-96.61,CVS pharmacy,33.030793969239184,-96.68186393833673,Pharmacy
West Allen,33.08,-96.61,CVS pharmacy,33.15168848430264,-96.7325691341777,Pharmacy
West Allen,33.08,-96.61,Tom Thumb,33.10310003405277,-96.68295635841787,Grocery Store
West Allen,33.08,-96.61,CVS pharmacy,32.99767676114993,-96.696230691907,Pharmacy
West Allen,33.08,-96.61,Walgreens,33.058364,-96.7327421,Pharmacy
West Allen,33.08,-96.61,Tom Thumb,33.0390418,-96.7523111,Grocery Store
West Allen,33.08,-96.61,Calloway's Nursery,32.97719498208647,-96.69905466585847,Garden Center
West Allen,33.08,-96.61,The UPS Store,33.1685186,-96.6708128,Shipping Store
West Allen,33.08,-96.61,Kroger,33.1096989,-96.7663797,Supermarket
Central Carrolton,32.95,-96.89,Super H-Mart,32.98499026997583,-96.91196632132015,Supermarket
Central Carrolton,32.95,-96.89,QuikTrip,32.90609002323001,-96.91924459435113,Convenience Store
Central Carrolton,32.95,-96.89,Whole Foods Market,32.95318325066417,-96.82118894584136,Grocery Store
Central Carrolton,32.95,-96.89,99 Ranch Market,32.98100144864071,-96.90870689298166,Supermarket
Central Carrolton,32.95,-96.89,Trader Joe's,32.95067895158459,-96.80198147243969,Grocery Store
Central Carrolton,32.95,-96.89,Spec's,32.95385055583497,-96.8307954585627,Liquor Store
Central Carrolton,32.95,-96.89,Kroger,32.9707789,-96.9609582,Supermarket
Central Carrolton,32.95,-96.89,Galleria Dallas,32.93002154835603,-96.81964253641392,Shopping Mall
Central Carrolton,32.95,-96.89,Whole Foods Market,32.901396414405326,-96.96034914786165,Grocery Store
Central Carrolton,32.95,-96.89,Costco,32.99828548315984,-96.96404223085615,Warehouse Store
Central Carrolton,32.95,-96.89,Total Wine & More,33.0297645,-96.837159,Wine Shop
Central Carrolton,32.95,-96.89,QuikTrip,32.933408212781835,-96.80260006916568,Convenience Store
Central Carrolton,32.95,-96.89,Total Wine & More,33.00883540513341,-96.97890713491824,Wine Shop
Central Carrolton,32.95,-96.89,Sprouts Farmers Market,32.97060890762165,-96.99556589126587,Grocery Store
Central Carrolton,32.95,-96.89,WinCo Foods,32.98669681448198,-96.88916788920085,Supermarket
Central Carrolton,32.95,-96.89,Central Market,32.8654419,-96.8364784,Gourmet Shop
Central Carrolton,32.95,-96.89,Kroger,32.9087247,-96.9611122,Supermarket
Central Carrolton,32.95,-96.89,Whole Foods Market,32.9075953760098,-96.80333647994816,Grocery Store
Central Carrolton,32.95,-96.89,Costco,32.91923391258573,-96.76831667800005,Warehouse Store
Central Carrolton,32.95,-96.89,Tom Thumb,32.9523183,-96.8058468,Grocery Store
Central Carrolton,32.95,-96.89,Market Street,33.02586512450553,-96.7993875146567,Grocery Store
Central Carrolton,32.95,-96.89,Costco,33.02395613502311,-96.83134728267883,Warehouse Store
Central Carrolton,32.95,-96.89,Sprouts Farmers Market,32.9769489,-96.7649131,Grocery Store
Central Carrolton,32.95,-96.89,Trader Joe's,33.029319892351225,-96.79331933155652,Grocery Store
Central Carrolton,32.95,-96.89,Barnes & Noble,33.00595810180095,-96.9786092796569,Bookstore
Central Carrolton,32.95,-96.89,Spec's,33.027070869214675,-96.82688739694827,Liquor Store
Central Carrolton,32.95,-96.89,Kroger,32.99811907032441,-96.84592982801438,Supermarket
Central Carrolton,32.95,-96.89,Central Market,33.0021965,-96.7646127,Gourmet Shop
Central Carrolton,32.95,-96.89,Whole Foods Market,33.02956139792221,-96.79648557725595,Grocery Store
Central Carrolton,32.95,-96.89,Trader Joe's,32.88068055747814,-96.77247615522731,Grocery Store
Central Carrolton,32.95,-96.89,Floyd's 99 Barbershop,32.98909753391816,-96.99388931850191,Cosmetics Shop
Central Carrolton,32.95,-96.89,Target,32.91363733715872,-96.96218689446881,Big Box Store
Central Carrolton,32.95,-96.89,Sam's Club,32.922262741765486,-96.84287007074771,Warehouse Store
Central Carrolton,32.95,-96.89,Tom Thumb,32.8598617,-96.9572287,Supermarket
Central Carrolton,32.95,-96.89,The Shops at Willow Bend,33.0306982771021,-96.83240174443202,Shopping Mall
Central Carrolton,32.95,-96.89,Spec's,32.87862802724797,-96.76915532371054,Liquor Store
Central Carrolton,32.95,-96.89,Total Wine & More,32.874457,-96.768189,Wine Shop
Central Carrolton,32.95,-96.89,Academy Sports + Outdoors,33.0464435,-96.8319659,Sporting Goods Shop
Central Carrolton,32.95,-96.89,Target,33.01232728357005,-96.97069264979146,Big Box Store
Central Carrolton,32.95,-96.89,Kroger Marketplace,33.0622422,-96.8890778,Supermarket
Central Carrolton,32.95,-96.89,NorthPark Center,32.86857636691755,-96.77295513984531,Shopping Mall
Central Carrolton,32.95,-96.89,Whole Foods Market,32.871567714949514,-96.76575690507887,Grocery Store
Central Carrolton,32.95,-96.89,JOANN Fabrics and Crafts,33.00663741808147,-96.97603379988854,Fabric Shop
Central Carrolton,32.95,-96.89,Walgreens,33.0243306,-96.8865021,Pharmacy
Central Carrolton,32.95,-96.89,Tom Thumb,32.9707557,-96.9921587,Grocery Store
Central Carrolton,32.95,-96.89,Dollar Tree,32.98552,-96.843801,Discount Store
Central Carrolton,32.95,-96.89,Micro Center,32.93788638755158,-96.74990083930437,Electronics Store
Central Carrolton,32.95,-96.89,Central Market,32.8497832,-96.7686762,Grocery Store
Central Carrolton,32.95,-96.89,The Shops At Legacy,33.077835231986164,-96.82125954128423,Shopping Plaza
Central Carrolton,32.95,-96.89,Bass Pro Shops,32.9571513,-97.0432563,Sporting Goods Shop
Central Carrolton,32.95,-96.89,Michaels,33.029097944989786,-96.83715204368133,Arts & Crafts Store
Central Carrolton,32.95,-96.89,Royal Blue Grocery,32.83532598190488,-96.80470919522881,Grocery Store
Central Carrolton,32.95,-96.89,QuikTrip,33.00811794378546,-96.79502878376192,Convenience Store
Central Carrolton,32.95,-96.89,Tom Thumb,32.9110939,-96.8023728,Grocery Store
Central Carrolton,32.95,-96.89,Walgreens,32.9730467,-96.8907751,Pharmacy
Central Carrolton,32.95,-96.89,Tom Thumb,32.9107746,-96.8530131,Grocery Store
Central Carrolton,32.95,-96.89,Walgreens,32.8813042161067,-96.96330711205036,Pharmacy
Central Carrolton,32.95,-96.89,CVS pharmacy,33.02533216294607,-96.88544158143749,Pharmacy
Central Carrolton,32.95,-96.89,Nebraska Furniture Mart,33.072537518049565,-96.86699186422508,Furniture / Home Store
Central Carrolton,32.95,-96.89,Market Street,32.980607545047654,-97.00689286357638,Grocery Store
Central Carrolton,32.95,-96.89,PetSmart,32.9840789,-96.7697571,Pet Store
Central Carrolton,32.95,-96.89,Pet Supplies Plus,32.81876640483231,-96.81763113985517,Pet Store
Central Carrolton,32.95,-96.89,Kroger,33.04759423928853,-96.83198601007462,Supermarket
Central Carrolton,32.95,-96.89,QuikTrip,32.87200380603401,-96.99228402363029,Convenience Store
Central Carrolton,32.95,-96.89,Sam's Club,32.91989646984302,-96.96272347443525,Warehouse Store
Central Carrolton,32.95,-96.89,Whole Foods Market,32.82047490184289,-96.8148822046511,Grocery Store
Central Carrolton,32.95,-96.89,Target,32.950908704806345,-96.85386876592146,Big Box Store
Central Carrolton,32.95,-96.89,Kroger,33.01964,-96.9132498,Supermarket
Central Carrolton,32.95,-96.89,T-Mobile,32.988619,-96.992707,Mobile Phone Shop
Central Carrolton,32.95,-96.89,Target,33.064195153620325,-96.88494982537502,Big Box Store
Central Carrolton,32.95,-96.89,PetSmart,32.85436965620344,-96.7687852541069,Pet Store
Central Carrolton,32.95,-96.89,QuikTrip,32.99755984891784,-96.8625385152226,Convenience Store
Central Carrolton,32.95,-96.89,Michaels,32.957539,-96.815942,Arts & Crafts Store
Central Carrolton,32.95,-96.89,Pogo's Wine & Spirits,32.850175511316614,-96.82101237247514,Wine Shop
Central Carrolton,32.95,-96.89,Target,32.862575112632975,-96.85431395188571,Big Box Store
Central Carrolton,32.95,-96.89,Tom Thumb,32.8445,-96.8226018,Supermarket
Central Carrolton,32.95,-96.89,Walmart Neighborhood Market,33.018299430160276,-96.91598430438272,Grocery Store
Central Carrolton,32.95,-96.89,Kroger,32.984462873724645,-96.80119426580859,Supermarket
Central Carrolton,32.95,-96.89,Dirt Cheap,32.988110660472344,-96.8528344312677,Department Store
Central Carrolton,32.95,-96.89,Tom Thumb,32.8637843,-96.8021044,Grocery Store
Central Carrolton,32.95,-96.89,Kroger,33.009625,-97.0469303,Supermarket
Central Carrolton,32.95,-96.89,Tom Thumb,33.0067384316653,-97.01699407431079,Grocery Store
Central Carrolton,32.95,-96.89,Tom Thumb,32.9797026,-96.7667661,Grocery Store
Central Carrolton,32.95,-96.89,Sam's Club,33.00177830827298,-96.77003323421714,Warehouse Store
Central Carrolton,32.95,-96.89,spec's,33.01868669209452,-96.76746685524843,Liquor Store
Central Carrolton,32.95,-96.89,Grapevine Mills,32.9661702,-97.0426293,Shopping Mall
Central Carrolton,32.95,-96.89,QuikTrip,32.826854,-96.886123,Convenience Store
Central Carrolton,32.95,-96.89,Target,33.030470200293465,-96.82742539841693,Big Box Store
Central Carrolton,32.95,-96.89,Target,32.864137,-96.80781999999999,Big Box Store
Central Carrolton,32.95,-96.89,QuikTrip,32.838641442078945,-96.95192145691048,Convenience Store
Central Carrolton,32.95,-96.89,Tom Thumb,32.9998551,-96.7936833,Grocery Store
Central Carrolton,32.95,-96.89,QuikTrip,32.819449200648556,-96.86773845798683,Convenience Store
Central Carrolton,32.95,-96.89,Target,32.839330369566284,-96.99093681638834,Big Box Store
Central Carrolton,32.95,-96.89,7-Eleven,32.8289244,-96.8260472,Convenience Store
Central Carrolton,32.95,-96.89,Kroger,32.9081564,-96.7450171,Supermarket
Central Carrolton,32.95,-96.89,Kroger,32.952991397870974,-96.76772904372555,Supermarket
Central Carrolton,32.95,-96.89,Target,32.98243226856123,-96.76970957059834,Big Box Store
Central Carrolton,32.95,-96.89,Best Buy,32.87545791365232,-96.76808648034623,Electronics Store
Central Carrolton,32.95,-96.89,Tom Thumb,32.9988139,-96.7305525,Grocery Store
Central Carrolton,32.95,-96.89,Marshalls,33.006231,-96.975536,Department Store
North Carrollton,33.0,-96.9,Super H-Mart,32.98499026997583,-96.91196632132015,Supermarket
North Carrollton,33.0,-96.9,99 Ranch Market,32.98100144864071,-96.90870689298166,Supermarket
North Carrollton,33.0,-96.9,Costco,32.99828548315984,-96.96404223085615,Warehouse Store
North Carrollton,33.0,-96.9,Total Wine & More,33.0297645,-96.837159,Wine Shop
North Carrollton,33.0,-96.9,Daiso,32.9809852871118,-96.90811930446712,Market
North Carrollton,33.0,-96.9,Total Wine & More,33.00883540513341,-96.97890713491824,Wine Shop
North Carrollton,33.0,-96.9,Kroger,32.9707789,-96.9609582,Supermarket
North Carrollton,33.0,-96.9,Kroger Marketplace,33.0622422,-96.8890778,Supermarket
North Carrollton,33.0,-96.9,WinCo Foods,32.98669681448198,-96.88916788920085,Supermarket
North Carrollton,33.0,-96.9,Costco,33.02395613502311,-96.83134728267883,Warehouse Store
